assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCA_025396915.1	PRJNA749326	SAMN20368100	JAHXSV000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=108-18D_S18	na	latest	Contig	Major	Full	2022/09/23	ASM2539691v1		GCF_025396915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/396/915/GCA_025396915.1_ASM2539691v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025396915.1/GCA_025396915.1_ASM2539691v1_genomic.fna.gz
GCA_025396955.1	PRJNA749326	SAMN20368102	JAHXSX000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=108-2D_S2	na	latest	Contig	Major	Full	2022/09/23	ASM2539695v1		GCF_025396955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/396/955/GCA_025396955.1_ASM2539695v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025396955.1/GCA_025396955.1_ASM2539695v1_genomic.fna.gz
GCA_025397125.1	PRJNA749326	SAMN20368091	JAHXSM000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=0435-45	na	latest	Contig	Major	Full	2022/09/23	ASM2539712v1		GCF_025397125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/397/125/GCA_025397125.1_ASM2539712v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025397125.1/GCA_025397125.1_ASM2539712v1_genomic.fna.gz
GCA_025397215.1	PRJNA749326	SAMN20368090	JAHXSL000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=0435-44	na	latest	Contig	Major	Full	2022/09/23	ASM2539721v1		GCF_025397215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/397/215/GCA_025397215.1_ASM2539721v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025397215.1/GCA_025397215.1_ASM2539721v1_genomic.fna.gz
GCA_025397435.1	PRJNA749326	SAMN20368081	JAHXSC000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=0435-35	na	latest	Contig	Major	Full	2022/09/23	ASM2539743v1		GCF_025397435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/397/435/GCA_025397435.1_ASM2539743v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025397435.1/GCA_025397435.1_ASM2539743v1_genomic.fna.gz
GCA_025397095.1	PRJNA749326	SAMN20368096	JAHXSR000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=108-14D_S14	na	latest	Contig	Major	Full	2022/09/23	ASM2539709v1		GCF_025397095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/397/095/GCA_025397095.1_ASM2539709v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025397095.1/GCA_025397095.1_ASM2539709v1_genomic.fna.gz
GCA_025397195.1	PRJNA749326	SAMN20368087	JAHXSI000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=0435-41	na	latest	Contig	Major	Full	2022/09/23	ASM2539719v1		GCF_025397195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/397/195/GCA_025397195.1_ASM2539719v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025397195.1/GCA_025397195.1_ASM2539719v1_genomic.fna.gz
GCA_025397255.1	PRJNA749326	SAMN20368085	JAHXSG000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=0435-39	na	latest	Contig	Major	Full	2022/09/23	ASM2539725v1		GCF_025397255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/397/255/GCA_025397255.1_ASM2539725v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025397255.1/GCA_025397255.1_ASM2539725v1_genomic.fna.gz
GCA_025397415.1	PRJNA749326	SAMN20368082	JAHXSD000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=0435-36	na	latest	Contig	Major	Full	2022/09/23	ASM2539741v1		GCF_025397415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/397/415/GCA_025397415.1_ASM2539741v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025397415.1/GCA_025397415.1_ASM2539741v1_genomic.fna.gz
GCA_025397165.1	PRJNA749326	SAMN20368088	JAHXSJ000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=0435-42	na	latest	Contig	Major	Full	2022/09/23	ASM2539716v1		GCF_025397165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/397/165/GCA_025397165.1_ASM2539716v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025397165.1/GCA_025397165.1_ASM2539716v1_genomic.fna.gz
GCA_025393415.1	PRJNA749326	SAMN20368241	JAHXXY000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B6-255_S50	na	latest	Contig	Major	Full	2022/09/23	ASM2539341v1		GCF_025393415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/415/GCA_025393415.1_ASM2539341v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393415.1/GCA_025393415.1_ASM2539341v1_genomic.fna.gz
GCA_025393515.1	PRJNA749326	SAMN20368227	JAHXXS000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B4-166_S29_L001	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539351v1		GCF_025393515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/515/GCA_025393515.1_ASM2539351v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393515.1/GCA_025393515.1_ASM2539351v1_genomic.fna.gz
GCA_025393615.1	PRJNA749326	SAMN20368223	JAHXXO000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B4-162_S25_L001	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539361v1		GCF_025393615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/615/GCA_025393615.1_ASM2539361v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393615.1/GCA_025393615.1_ASM2539361v1_genomic.fna.gz
GCA_025393655.1	PRJNA749326	SAMN20368220	JAHXXL000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B26-616	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539365v1		GCF_025393655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/655/GCA_025393655.1_ASM2539365v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393655.1/GCA_025393655.1_ASM2539365v1_genomic.fna.gz
GCA_025393715.1	PRJNA749326	SAMN20368218	JAHXXJ000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B26-613	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539371v1		GCF_025393715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/715/GCA_025393715.1_ASM2539371v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393715.1/GCA_025393715.1_ASM2539371v1_genomic.fna.gz
GCA_025393735.1	PRJNA749326	SAMN20368217	JAHXXI000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B26-596	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539373v1		GCF_025393735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/735/GCA_025393735.1_ASM2539373v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393735.1/GCA_025393735.1_ASM2539373v1_genomic.fna.gz
GCA_025393805.1	PRJNA749326	SAMN20368213	JAHXXE000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B21-540	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539380v1		GCF_025393805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/805/GCA_025393805.1_ASM2539380v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393805.1/GCA_025393805.1_ASM2539380v1_genomic.fna.gz
GCA_025393915.1	PRJNA749326	SAMN20368208	JAHXWZ000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B19-523	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539391v1		GCF_025393915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/915/GCA_025393915.1_ASM2539391v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393915.1/GCA_025393915.1_ASM2539391v1_genomic.fna.gz
GCA_025393335.1	PRJNA749326	SAMN20368243	JAHXYA000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B6-257_S52	na	latest	Contig	Major	Full	2022/09/23	ASM2539333v1		GCF_025393335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/335/GCA_025393335.1_ASM2539333v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393335.1/GCA_025393335.1_ASM2539333v1_genomic.fna.gz
GCA_025393435.1	PRJNA749326	SAMN20368240	JAHXXX000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B6-254_S49	na	latest	Contig	Major	Full	2022/09/23	ASM2539343v1		GCF_025393435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/435/GCA_025393435.1_ASM2539343v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393435.1/GCA_025393435.1_ASM2539343v1_genomic.fna.gz
GCA_025393455.1	PRJNA749326	SAMN20368239	JAHXXW000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B6-225_S20	na	latest	Contig	Major	Full	2022/09/23	ASM2539345v1		GCF_025393455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/455/GCA_025393455.1_ASM2539345v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393455.1/GCA_025393455.1_ASM2539345v1_genomic.fna.gz
GCA_025393485.1	PRJNA749326	SAMN20368238	JAHXXV000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B6-214_S14	na	latest	Contig	Major	Full	2022/09/23	ASM2539348v1		GCF_025393485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/485/GCA_025393485.1_ASM2539348v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393485.1/GCA_025393485.1_ASM2539348v1_genomic.fna.gz
GCA_025393535.1	PRJNA749326	SAMN20368234	JAHXXT000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B5-196_S24_L001	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539353v1		GCF_025393535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/535/GCA_025393535.1_ASM2539353v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393535.1/GCA_025393535.1_ASM2539353v1_genomic.fna.gz
GCA_025393555.1	PRJNA749326	SAMN20368225	JAHXXQ000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B4-164_S27_L001	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539355v1		GCF_025393555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/555/GCA_025393555.1_ASM2539355v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393555.1/GCA_025393555.1_ASM2539355v1_genomic.fna.gz
GCA_025393585.1	PRJNA749326	SAMN20368226	JAHXXR000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B4-165_S28_L001	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539358v1		GCF_025393585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/585/GCA_025393585.1_ASM2539358v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393585.1/GCA_025393585.1_ASM2539358v1_genomic.fna.gz
GCA_025393635.1	PRJNA749326	SAMN20368222	JAHXXN000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B4-161_S24_L001	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539363v1		GCF_025393635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/635/GCA_025393635.1_ASM2539363v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393635.1/GCA_025393635.1_ASM2539363v1_genomic.fna.gz
GCA_025393755.1	PRJNA749326	SAMN20368216	JAHXXH000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B25-582_S21	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539375v1		GCF_025393755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/755/GCA_025393755.1_ASM2539375v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393755.1/GCA_025393755.1_ASM2539375v1_genomic.fna.gz
GCA_025393295.1	PRJNA749326	SAMN20368246	JAHXYD000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B7-263_S5	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539329v1		GCF_025393295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/295/GCA_025393295.1_ASM2539329v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393295.1/GCA_025393295.1_ASM2539329v1_genomic.fna.gz
GCA_025393315.1	PRJNA749326	SAMN20368244	JAHXYB000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B7-259_S1	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539331v1		GCF_025393315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/315/GCA_025393315.1_ASM2539331v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393315.1/GCA_025393315.1_ASM2539331v1_genomic.fna.gz
GCA_025393385.1	PRJNA749326	SAMN20368242	JAHXXZ000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B6-256_S51	na	latest	Contig	Major	Full	2022/09/23	ASM2539338v1		GCF_025393385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/385/GCA_025393385.1_ASM2539338v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393385.1/GCA_025393385.1_ASM2539338v1_genomic.fna.gz
GCA_025393475.1	PRJNA749326	SAMN20368237	JAHXXU000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B6-213_S13	na	latest	Contig	Major	Full	2022/09/23	ASM2539347v1		GCF_025393475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/475/GCA_025393475.1_ASM2539347v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393475.1/GCA_025393475.1_ASM2539347v1_genomic.fna.gz
GCA_025393575.1	PRJNA749326	SAMN20368224	JAHXXP000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B4-163_S26_L001	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539357v1		GCF_025393575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/575/GCA_025393575.1_ASM2539357v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393575.1/GCA_025393575.1_ASM2539357v1_genomic.fna.gz
GCA_025393685.1	PRJNA749326	SAMN20368219	JAHXXK000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B26-615	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539368v1		GCF_025393685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/685/GCA_025393685.1_ASM2539368v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393685.1/GCA_025393685.1_ASM2539368v1_genomic.fna.gz
GCA_025393835.1	PRJNA749326	SAMN20368212	JAHXXD000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B21-538	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539383v1		GCF_025393835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/835/GCA_025393835.1_ASM2539383v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393835.1/GCA_025393835.1_ASM2539383v1_genomic.fna.gz
GCA_025393895.1	PRJNA749326	SAMN20368209	JAHXXA000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B19-524	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539389v1		GCF_025393895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/895/GCA_025393895.1_ASM2539389v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393895.1/GCA_025393895.1_ASM2539389v1_genomic.fna.gz
GCA_025460945.1	PRJNA749326	SAMN20667754	JAIEYY000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B27-644	na	latest	Scaffold	Major	Full	2022/09/28	ASM2546094v1		na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/460/945/GCA_025460945.1_ASM2546094v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025460945.1/GCA_025460945.1_ASM2546094v1_genomic.fna.gz
GCA_025393795.1	PRJNA749326	SAMN20368214	JAHXXF000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B21-544	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539379v1		GCF_025393795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/795/GCA_025393795.1_ASM2539379v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393795.1/GCA_025393795.1_ASM2539379v1_genomic.fna.gz
GCA_025393845.1	PRJNA749326	SAMN20368210	JAHXXB000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B20-535	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539384v1		GCF_025393845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/845/GCA_025393845.1_ASM2539384v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393845.1/GCA_025393845.1_ASM2539384v1_genomic.fna.gz
GCA_025393965.1	PRJNA749326	SAMN20368204	JAHXWV000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B16-456	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539396v1		GCF_025393965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/965/GCA_025393965.1_ASM2539396v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393965.1/GCA_025393965.1_ASM2539396v1_genomic.fna.gz
GCA_025393995.1	PRJNA749326	SAMN20368205	JAHXWW000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B18-497	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539399v1		GCF_025393995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/995/GCA_025393995.1_ASM2539399v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393995.1/GCA_025393995.1_ASM2539399v1_genomic.fna.gz
GCA_025394045.1	PRJNA749326	SAMN20368200	JAHXWR000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B16-452	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539404v1		GCF_025394045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/394/045/GCA_025394045.1_ASM2539404v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025394045.1/GCA_025394045.1_ASM2539404v1_genomic.fna.gz
GCA_025394085.1	PRJNA749326	SAMN20368202	JAHXWT000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B16-454	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539408v1		GCF_025394085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/394/085/GCA_025394085.1_ASM2539408v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025394085.1/GCA_025394085.1_ASM2539408v1_genomic.fna.gz
GCA_025394135.1	PRJNA749326	SAMN20368197	JAHXWO000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B15-444_S15_L001	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539413v1		GCF_025394135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/394/135/GCA_025394135.1_ASM2539413v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025394135.1/GCA_025394135.1_ASM2539413v1_genomic.fna.gz
GCA_025394195.1	PRJNA749326	SAMN20368193	JAHXWK000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B15-440_S11_L001	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539419v1		GCF_025394195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/394/195/GCA_025394195.1_ASM2539419v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025394195.1/GCA_025394195.1_ASM2539419v1_genomic.fna.gz
GCA_025394255.1	PRJNA749326	SAMN20368191	JAHXWI000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B15-438_S9_L001	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539425v1		GCF_025394255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/394/255/GCA_025394255.1_ASM2539425v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025394255.1/GCA_025394255.1_ASM2539425v1_genomic.fna.gz
GCA_025394355.1	PRJNA749326	SAMN20368186	JAHXWD000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B14-421	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539435v1		GCF_025394355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/394/355/GCA_025394355.1_ASM2539435v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025394355.1/GCA_025394355.1_ASM2539435v1_genomic.fna.gz
GCA_025394445.1	PRJNA749326	SAMN20368182	JAHXVZ000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B14-417	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539444v1		GCF_025394445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/394/445/GCA_025394445.1_ASM2539444v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025394445.1/GCA_025394445.1_ASM2539444v1_genomic.fna.gz
GCA_025394555.1	PRJNA749326	SAMN20368176	JAHXVT000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B13-404	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539455v1		GCF_025394555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/394/555/GCA_025394555.1_ASM2539455v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025394555.1/GCA_025394555.1_ASM2539455v1_genomic.fna.gz
GCA_025394575.1	PRJNA749326	SAMN20368175	JAHXVS000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B13-403	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539457v1		GCF_025394575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/394/575/GCA_025394575.1_ASM2539457v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025394575.1/GCA_025394575.1_ASM2539457v1_genomic.fna.gz
GCA_025393275.1	PRJNA749326	SAMN20368247	JAHXYE000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B7-270_S12	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539327v1		GCF_025393275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/275/GCA_025393275.1_ASM2539327v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393275.1/GCA_025393275.1_ASM2539327v1_genomic.fna.gz
GCA_025393325.1	PRJNA749326	SAMN20368245	JAHXYC000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B7-262_S4	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539332v1		GCF_025393325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/325/GCA_025393325.1_ASM2539332v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393325.1/GCA_025393325.1_ASM2539332v1_genomic.fna.gz
GCA_025393665.1	PRJNA749326	SAMN20368221	JAHXXM000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B26-618	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539366v1		GCF_025393665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/665/GCA_025393665.1_ASM2539366v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393665.1/GCA_025393665.1_ASM2539366v1_genomic.fna.gz
GCA_025393775.1	PRJNA749326	SAMN20368215	JAHXXG000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B23-554	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539377v1		GCF_025393775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/775/GCA_025393775.1_ASM2539377v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393775.1/GCA_025393775.1_ASM2539377v1_genomic.fna.gz
GCA_025393875.1	PRJNA749326	SAMN20368211	JAHXXC000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B20-536	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539387v1		GCF_025393875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/875/GCA_025393875.1_ASM2539387v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393875.1/GCA_025393875.1_ASM2539387v1_genomic.fna.gz
GCA_025393955.1	PRJNA749326	SAMN20368207	JAHXWY000000000.1	from large multi-isolate project	na	na	738	738	Glaesserella parasuis	strain=M-B19-520	na	latest	Scaffold	Major	Full	2022/09/23	ASM2539395v1		GCF_025393955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/393/955/GCA_025393955.1_ASM2539395v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_025393955.1/GCA_025393955.1_ASM2539395v1_genomic.fna.gz
